modello,k,regione,percentuale_vaccinati,cluster
K-MEANS-BISECTING,3,Abruzzo,0.6400374711341553,1
K-MEANS-BISECTING,3,Basilicata,0.6275423272258432,1
K-MEANS-BISECTING,3,Calabria,0.5821333015218392,0
K-MEANS-BISECTING,3,Campania,0.6100669060078078,0
K-MEANS-BISECTING,3,Emilia-Romagna,0.6124717104681558,0
K-MEANS-BISECTING,3,Friuli-Venezia Giulia,0.637744389377962,1
K-MEANS-BISECTING,3,Lazio,0.61173847135958,0
K-MEANS-BISECTING,3,Liguria,0.6547653504922821,1
K-MEANS-BISECTING,3,Lombardia,0.6279122126314539,1
K-MEANS-BISECTING,3,Marche,0.6255010303675355,1
K-MEANS-BISECTING,3,Molise,0.6685820460163144,1
K-MEANS-BISECTING,3,Piemonte,0.6106091205440407,0
K-MEANS-BISECTING,3,Provincia Autonoma Bolzano / Bozen,0.6152234806966265,0
K-MEANS-BISECTING,3,Provincia Autonoma Trento,0.5647614939099946,2
K-MEANS-BISECTING,3,Puglia,0.6246020110870295,1
K-MEANS-BISECTING,3,Sardegna,0.5850884575075475,0
K-MEANS-BISECTING,3,Sicilia,0.5538600864802156,2
K-MEANS-BISECTING,3,Toscana,0.6049587101280064,0
K-MEANS-BISECTING,3,Umbria,0.6267420258423861,1
K-MEANS-BISECTING,3,Valle d'Aosta / Vallée d'Aoste,0.6227289236853788,1
K-MEANS-BISECTING,3,Veneto,0.5977275823176443,0
